2300
2400
2600
[21, 30] [0, 0]
0 971 52 1000
630 940 699 1000
368 924 426 1000
52 946 153 1000
0 874 52 971
0 671 52 874
0 358 52 671
0 0 52 358
368 494 426 924
368 0 426 494
630 490 699 940
630 0 699 490
153 502 238 1000
153 0 238 502
52 490 153 946
52 0 153 490
426 721 630 1000
238 485 368 1000
238 0 368 485
426 379 630 721
426 0 630 379
699 573 1000 1000
699 0 1000 573
0 0 52 6
368 956 426 1000
368 927 426 956
0 949 52 1000
630 929 699 1000
153 886 238 1000
153 0 238 87
426 948 630 1000
0 693 52 949
368 663 426 927
630 691 699 929
238 0 368 130
52 679 153 1000
0 6 52 693
368 0 426 663
630 0 699 691
153 87 238 886
52 0 153 679
426 584 630 948
238 130 368 1000
426 0 630 584
699 498 1000 1000
699 0 1000 498
0 0 52 6
238 956 368 1000
153 0 238 87
52 849 153 1000
238 0 368 130
0 554 52 1000
368 528 426 1000
0 6 52 554
368 0 426 528
630 507 699 1000
630 0 699 507
153 543 238 1000
153 87 238 543
52 430 153 849
52 0 153 430
238 585 368 956
238 130 368 585
426 700 630 1000
426 378 630 700
426 0 630 378
699 706 1000 1000
699 367 1000 706
699 0 1000 367
0 0 52 5
368 0 426 56
368 849 426 1000
52 933 153 1000
699 924 1000 1000
0 557 52 1000
0 303 52 557
0 5 52 303
630 701 699 1000
238 0 368 141
153 653 238 1000
52 667 153 933
238 709 368 1000
426 0 630 214
368 56 426 849
630 0 699 701
153 0 238 653
426 718 630 1000
52 0 153 667
238 141 368 709
426 214 630 718
699 575 1000 924
699 0 1000 575
0 0 52 5
368 0 426 56
0 802 52 1000
426 941 630 1000
368 663 426 1000
238 0 368 141
0 411 52 802
0 5 52 411
630 613 699 1000
153 598 238 1000
368 56 426 663
630 0 699 613
426 0 630 214
52 508 153 1000
153 0 238 598
52 0 153 508
238 584 368 1000
238 141 368 584
699 797 1000 1000
426 583 630 941
426 214 630 583
699 478 1000 797
699 0 1000 478
0 929 52 1000
368 0 426 65
0 713 52 929
0 487 52 713
238 882 368 1000
238 133 368 251
238 0 368 133
0 0 52 487
368 524 426 1000
368 65 426 524
630 574 699 1000
153 549 238 1000
426 0 630 160
52 625 153 1000
630 0 699 574
426 785 630 1000
153 0 238 549
699 0 1000 209
52 0 153 625
699 776 1000 1000
238 251 368 882
426 160 630 785
699 209 1000 776
0 703 52 1000
0 657 52 703
0 601 52 657
368 0 426 65
0 420 52 601
238 913 368 1000
368 634 426 1000
153 803 238 1000
238 133 368 251
238 0 368 133
0 0 52 420
630 641 699 1000
426 0 630 160
368 65 426 634
630 0 699 641
426 747 630 1000
699 0 1000 209
153 0 238 803
238 251 368 913
52 0 153 1000
699 660 1000 1000
426 160 630 747
699 209 1000 660
368 858 426 1000
0 952 52 1000
630 939 699 1000
630 0 699 83
153 0 238 97
153 97 238 196
630 805 699 939
52 865 153 1000
426 915 630 1000
153 795 238 1000
0 539 52 952
0 0 52 539
52 529 153 865
238 645 368 1000
368 0 426 858
630 83 699 805
153 196 238 795
52 0 153 529
238 0 368 645
426 480 630 915
426 0 630 480
699 490 1000 1000
699 0 1000 490
630 0 699 83
153 0 238 97
153 97 238 196
0 630 52 1000
0 364 52 630
368 706 426 1000
630 752 699 1000
0 0 52 364
368 377 426 706
153 750 238 1000
368 0 426 377
426 866 630 1000
52 606 153 1000
630 83 699 752
153 196 238 750
238 595 368 1000
52 0 153 606
699 764 1000 1000
238 0 368 595
426 436 630 866
426 0 630 436
699 419 1000 764
699 0 1000 419
0 563 52 1000
368 922 426 1000
0 465 52 563
0 350 52 465
153 0 238 85
426 918 630 1000
0 0 52 350
368 581 426 922
699 922 1000 1000
630 536 699 1000
153 614 238 1000
368 0 426 581
630 0 699 536
153 85 238 614
426 0 630 233
52 511 153 1000
52 0 153 511
238 503 368 1000
238 0 368 503
426 580 630 918
426 233 630 580
699 647 1000 922
699 0 1000 647
0 970 52 1000
0 957 52 970
630 892 699 1000
153 0 238 85
699 964 1000 1000
0 793 52 957
0 609 52 793
368 726 426 1000
630 679 699 892
52 809 153 1000
153 745 238 1000
0 0 52 609
368 0 426 726
238 644 368 1000
630 0 699 679
426 0 630 233
153 85 238 745
426 711 630 1000
699 751 1000 964
52 0 153 809
238 0 368 644
426 233 630 711
699 0 1000 751
0 847 52 1000
0 683 52 847
368 785 426 1000
630 779 699 1000
238 891 368 1000
0 355 52 683
0 0 52 355
368 443 426 785
368 0 426 443
630 400 699 779
630 0 699 400
153 590 238 1000
426 786 630 1000
52 555 153 1000
153 0 238 590
52 0 153 555
238 449 368 891
238 0 368 449
699 747 1000 1000
426 411 630 786
426 0 630 411
699 419 1000 747
699 0 1000 419
0 863 52 1000
0 852 52 863
0 806 52 852
0 760 52 806
368 893 426 1000
368 832 426 893
0 566 52 760
368 553 426 832
426 883 630 1000
52 754 153 1000
630 586 699 1000
0 0 52 566
368 0 426 553
153 579 238 1000
630 0 699 586
238 644 368 1000
153 0 238 579
426 641 630 883
52 0 153 754
238 0 368 644
699 612 1000 1000
426 0 630 641
699 0 1000 612
0 696 52 1000
0 0 52 38
0 619 52 696
0 524 52 619
0 379 52 524
0 226 52 379
0 38 52 226
153 876 238 1000
630 819 699 1000
153 685 238 876
238 862 368 1000
52 744 153 1000
699 856 1000 1000
238 604 368 862
368 0 426 1000
630 0 699 819
426 0 630 279
153 0 238 685
52 0 153 744
238 0 368 604
699 585 1000 856
426 279 630 1000
699 0 1000 585
368 963 426 1000
0 962 52 1000
0 0 52 38
630 891 699 1000
153 867 238 1000
0 504 52 962
0 38 52 504
368 489 426 963
368 0 426 489
630 478 699 891
630 0 699 478
153 470 238 867
153 0 238 470
52 466 153 1000
52 0 153 466
238 585 368 1000
426 0 630 279
426 712 630 1000
699 756 1000 1000
238 0 368 585
426 279 630 712
699 414 1000 756
699 0 1000 414
0 0 52 58
368 821 426 1000
238 926 368 1000
0 705 52 1000
0 460 52 705
153 765 238 1000
0 58 52 460
368 435 426 821
368 0 426 435
630 442 699 1000
630 0 699 442
153 405 238 765
153 0 238 405
52 627 153 1000
426 744 630 1000
238 518 368 926
52 0 153 627
238 0 368 518
426 396 630 744
426 0 630 396
699 668 1000 1000
699 361 1000 668
699 0 1000 361
0 493 52 1000
0 0 52 58
0 379 52 493
0 228 52 379
0 58 52 228
368 789 426 1000
368 576 426 789
368 354 426 576
153 770 238 1000
238 874 368 1000
368 0 426 354
630 680 699 1000
630 341 699 680
630 0 699 341
426 873 630 1000
153 420 238 770
153 0 238 420
426 644 630 873
52 0 153 1000
238 0 368 874
426 0 630 644
699 496 1000 1000
699 0 1000 496
368 880 426 1000
153 893 238 1000
52 914 153 1000
0 755 52 1000
0 409 52 755
238 0 368 144
0 0 52 409
368 442 426 880
368 0 426 442
630 475 699 1000
630 0 699 475
153 452 238 893
153 0 238 452
52 513 153 914
426 754 630 1000
52 0 153 513
238 552 368 1000
238 144 368 552
426 449 630 754
699 763 1000 1000
426 0 630 449
699 435 1000 763
699 0 1000 435
0 990 52 1000
368 979 426 1000
368 961 426 979
368 934 426 961
0 952 52 990
153 916 238 1000
368 737 426 934
0 597 52 952
630 624 699 1000
238 0 368 144
153 689 238 916
0 0 52 597
