700
1000
900
1000
900
[52, 42] [0, 0]
513 966 552 1000
513 962 552 966
513 0 552 14
513 923 552 962
623 54 668 107
623 0 668 54
111 63 167 111
111 0 167 63
623 870 668 1000
552 918 623 1000
513 756 552 923
413 919 513 1000
513 543 552 756
111 845 167 1000
513 318 552 543
167 723 209 1000
0 0 111 101
513 14 552 318
371 660 413 1000
371 333 413 660
371 0 413 333
167 364 209 723
167 0 209 364
623 519 668 870
209 753 277 1000
668 0 801 128
623 107 668 519
111 479 167 845
111 111 167 479
209 389 277 753
209 0 277 389
0 730 111 1000
552 485 623 918
552 0 623 485
413 546 513 919
668 696 801 1000
801 793 1000 1000
801 0 1000 216
277 504 371 1000
277 0 371 504
413 0 513 546
0 101 111 730
668 128 801 696
801 216 1000 793
513 867 552 1000
513 0 552 14
513 841 552 867
623 939 668 1000
623 54 668 107
623 0 668 54
111 63 167 111
552 949 623 1000
111 0 167 63
371 882 413 1000
513 702 552 841
513 541 552 702
668 942 801 1000
513 331 552 541
209 869 277 1000
623 730 668 939
0 900 111 1000
0 0 111 101
513 14 552 331
167 644 209 1000
277 816 371 1000
413 826 513 1000
668 0 801 128
371 459 413 882
371 0 413 459
111 618 167 1000
167 0 209 644
623 107 668 730
111 111 167 618
209 446 277 869
209 0 277 446
552 494 623 949
552 0 623 494
277 421 371 816
277 0 371 421
413 430 513 826
801 0 1000 216
413 0 513 430
0 504 111 900
0 101 111 504
668 558 801 942
668 128 801 558
801 687 1000 1000
801 216 1000 687
513 0 552 1
371 948 413 1000
513 975 552 1000
167 960 209 1000
513 907 552 975
513 837 552 907
513 767 552 837
513 672 552 767
513 550 552 672
623 868 668 1000
0 946 111 1000
513 386 552 550
513 218 552 386
167 803 209 960
513 1 552 218
371 727 413 948
111 810 167 1000
552 811 623 1000
277 852 371 1000
371 371 413 727
371 0 413 371
209 761 277 1000
167 408 209 803
167 0 209 408
623 447 668 868
668 851 801 1000
623 0 668 447
111 418 167 810
111 0 167 418
209 407 277 761
209 0 277 407
552 419 623 811
552 0 623 419
277 513 371 852
801 795 1000 1000
277 0 371 513
413 494 513 1000
413 0 513 494
0 490 111 946
0 0 111 490
668 441 801 851
668 0 801 441
801 477 1000 795
801 0 1000 477
513 996 552 1000
513 0 552 1
513 971 552 996
277 970 371 1000
513 932 552 971
167 927 209 1000
111 946 167 1000
801 974 1000 1000
801 955 1000 974
623 889 668 1000
111 850 167 946
513 689 552 932
371 703 413 1000
513 355 552 689
513 1 552 355
371 361 413 703
0 864 111 1000
371 0 413 361
552 775 623 1000
167 540 209 927
623 515 668 889
209 726 277 1000
277 786 371 970
413 812 513 1000
167 0 209 540
668 829 801 1000
623 0 668 515
111 428 167 850
111 0 167 428
209 372 277 726
209 0 277 372
552 393 623 775
552 0 623 393
277 401 371 786
277 0 371 401
413 415 513 812
413 0 513 415
0 449 111 864
0 0 111 449
668 451 801 829
668 0 801 451
801 644 1000 955
801 326 1000 644
801 0 1000 326
111 0 167 47
513 917 552 1000
668 972 801 1000
513 822 552 917
513 723 552 822
513 620 552 723
