4700
5400
[0, 0] [-100, -100]
0 975 339 1000
0 874 339 975
0 761 339 874
0 550 339 761
0 319 339 550
0 0 339 319
339 0 1000 1000
0 952 339 1000
339 958 1000 1000
339 859 1000 958
339 734 1000 859
339 559 1000 734
0 0 339 952
339 0 1000 559
0 944 1000 1000
0 891 1000 944
0 786 1000 891
0 657 1000 786
0 522 1000 657
0 300 1000 522
0 0 1000 300
0 948 1000 1000
0 871 1000 948
0 793 1000 871
0 709 1000 793
0 534 1000 709
0 347 1000 534
0 0 1000 347
0 993 1000 1000
0 919 1000 993
0 784 1000 919
0 638 1000 784
0 475 1000 638
0 292 1000 475
0 0 1000 292
0 967 1000 1000
0 935 1000 967
0 877 1000 935
0 779 1000 877
0 580 1000 779
0 354 1000 580
0 0 1000 354
0 988 339 1000
339 987 1000 1000
339 908 1000 987
339 809 1000 908
339 645 1000 809
0 0 339 988
339 0 1000 645
0 982 1000 1000
0 921 1000 982
0 834 1000 921
0 695 1000 834
0 516 1000 695
0 287 1000 516
0 0 1000 287
339 976 1000 1000
0 877 339 1000
0 674 339 877
339 760 1000 976
0 0 339 674
339 387 1000 760
339 0 1000 387
0 958 339 1000
0 926 339 958
339 937 1000 1000
339 811 1000 937
339 616 1000 811
0 0 339 926
339 0 1000 616
0 971 1000 1000
0 902 1000 971
0 828 1000 902
0 712 1000 828
0 552 1000 712
0 287 1000 552
0 0 1000 287
0 952 1000 1000
0 836 1000 952
0 713 1000 836
0 579 1000 713
0 444 1000 579
0 253 1000 444
0 0 1000 253
0 982 1000 1000
0 956 1000 982
0 868 1000 956
0 769 1000 868
0 584 1000 769
0 302 1000 584
0 0 1000 302
0 966 1000 1000
0 922 1000 966
0 870 1000 922
0 724 1000 870
0 540 1000 724
0 278 1000 540
0 0 1000 278
0 981 339 1000
339 984 1000 1000
339 948 1000 984
339 835 1000 948
339 716 1000 835
0 0 339 981
339 0 1000 716
0 948 1000 1000
0 871 1000 948
0 722 1000 871
0 561 1000 722
0 397 1000 561
0 223 1000 397
0 0 1000 223
0 946 1000 1000
0 892 1000 946
0 837 1000 892
0 719 1000 837
0 594 1000 719
0 369 1000 594
0 0 1000 369
0 946 1000 1000
0 886 1000 946
0 801 1000 886
0 694 1000 801
0 582 1000 694
0 386 1000 582
0 0 1000 386
0 997 1000 1000
0 993 1000 997
0 943 1000 993
0 884 1000 943
0 777 1000 884
0 522 1000 777
0 0 1000 522
0 984 1000 1000
0 956 1000 984
0 848 1000 956
0 718 1000 848
0 551 1000 718
0 373 1000 551
0 0 1000 373
0 936 1000 1000
0 874 1000 936
0 774 1000 874
0 661 1000 774
0 497 1000 661
0 328 1000 497
0 0 1000 328
0 953 1000 1000
0 904 1000 953
0 836 1000 904
0 761 1000 836
0 537 1000 761
0 297 1000 537
0 0 1000 297
339 985 1000 1000
339 967 1000 985
339 915 1000 967
339 827 1000 915
339 615 1000 827
0 0 339 1000
339 0 1000 615
0 990 339 1000
339 873 1000 1000
339 707 1000 873
0 654 339 990
339 386 1000 707
0 0 339 654
339 0 1000 386
339 975 1000 1000
339 955 1000 975
339 776 1000 955
339 543 1000 776
0 501 339 1000
0 0 339 501
339 0 1000 543
0 994 1000 1000
0 960 1000 994
0 889 1000 960
0 803 1000 889
0 709 1000 803
0 390 1000 709
0 0 1000 390
0 995 1000 1000
0 981 1000 995
0 965 1000 981
0 921 1000 965
0 858 1000 921
0 778 1000 858
0 0 1000 778
0 984 1000 1000
0 929 1000 984
0 832 1000 929
0 718 1000 832
0 513 1000 718
0 300 1000 513
0 0 1000 300
0 972 339 1000
0 926 339 972
0 655 339 926
339 735 1000 1000
0 0 339 655
339 393 1000 735
339 0 1000 393
339 979 1000 1000
339 902 1000 979
339 762 1000 902
339 593 1000 762
0 639 339 1000
0 0 339 639
339 0 1000 593
0 968 1000 1000
0 937 1000 968
0 876 1000 937
0 779 1000 876
0 593 1000 779
0 299 1000 593
0 0 1000 299
0 996 1000 1000
0 974 1000 996
0 887 1000 974
0 794 1000 887
0 683 1000 794
0 538 1000 683
0 0 1000 538
0 929 339 1000
0 810 339 929
0 685 339 810
339 807 1000 1000
0 0 339 685
339 448 1000 807
339 0 1000 448
0 958 1000 1000
0 914 1000 958
0 861 1000 914
0 780 1000 861
0 647 1000 780
0 382 1000 647
0 0 1000 382
339 893 1000 1000
339 764 1000 893
0 635 339 1000
339 546 1000 764
339 308 1000 546
339 0 1000 308
0 0 339 635
0 996 1000 1000
0 946 1000 996
0 892 1000 946
0 793 1000 892
0 678 1000 793
0 490 1000 678
0 0 1000 490
339 972 1000 1000
339 914 1000 972
0 845 339 1000
339 797 1000 914
0 612 339 845
0 0 339 612
339 0 1000 797
0 929 1000 1000
0 831 1000 929
0 720 1000 831
0 582 1000 720
0 417 1000 582
0 217 1000 417
0 0 1000 217
0 979 1000 1000
0 947 1000 979
0 905 1000 947
0 839 1000 905
0 672 1000 839
0 389 1000 672
0 0 1000 389
0 936 1000 1000
0 874 1000 936
0 807 1000 874
0 706 1000 807
0 549 1000 706
0 278 1000 549
0 0 1000 278
339 888 1000 1000
339 776 1000 888
339 639 1000 776
339 450 1000 639
0 515 339 1000
0 0 339 515
339 0 1000 450
0 905 1000 1000
0 811 1000 905
0 708 1000 811
0 586 1000 708
0 410 1000 586
0 222 1000 410
0 0 1000 222
0 966 1000 1000
0 924 1000 966
0 847 1000 924
0 763 1000 847
0 560 1000 763
0 311 1000 560
0 0 1000 311
339 991 1000 1000
339 986 1000 991
339 911 1000 986
0 652 339 1000
339 718 1000 911
0 0 339 652
339 0 1000 718
0 972 1000 1000
0 918 1000 972
0 847 1000 918
0 732 1000 847
0 553 1000 732
0 371 1000 553
0 0 1000 371
0 970 1000 1000
0 921 1000 970
0 837 1000 921
0 750 1000 837
0 572 1000 750
0 357 1000 572
0 0 1000 357
