3500
3900
3800
[14, 14] [0, 0]
414 971 478 1000
324 946 414 1000
414 851 478 971
414 591 478 851
414 320 478 591
414 0 478 320
0 931 324 1000
324 639 414 946
324 329 414 639
324 0 414 329
0 833 324 931
478 680 610 1000
478 420 610 680
610 719 797 1000
478 0 610 420
0 659 324 833
610 0 797 719
797 0 1000 1000
0 0 324 659
414 930 478 1000
324 0 414 102
324 869 414 1000
414 745 478 930
478 0 610 126
414 445 478 745
414 0 478 445
324 521 414 869
610 805 797 1000
324 102 414 521
797 747 1000 1000
478 597 610 1000
797 0 1000 263
478 126 610 597
610 416 797 805
610 0 797 416
797 263 1000 747
0 652 324 1000
0 0 324 652
414 775 478 1000
414 653 478 775
324 0 414 102
478 0 610 126
414 385 478 653
610 881 797 1000
324 727 414 1000
414 0 478 385
324 429 414 727
324 102 414 429
797 792 1000 1000
478 659 610 1000
797 0 1000 263
478 126 610 659
610 485 797 881
0 723 324 1000
610 0 797 485
797 263 1000 792
0 0 324 723
414 833 478 1000
414 722 478 833
414 365 478 722
414 0 478 365
324 682 414 1000
324 346 414 682
324 0 414 346
478 711 610 1000
478 421 610 711
797 0 1000 235
478 0 610 421
610 658 797 1000
610 340 797 658
610 0 797 340
797 611 1000 1000
797 235 1000 611
0 691 324 1000
0 412 324 691
0 0 324 412
414 700 478 1000
414 618 478 700
324 846 414 1000
414 351 478 618
414 0 478 351
324 444 414 846
324 0 414 444
478 693 610 1000
478 383 610 693
797 0 1000 235
478 0 610 383
610 690 797 1000
610 358 797 690
610 0 797 358
797 655 1000 1000
0 742 324 1000
797 235 1000 655
0 440 324 742
0 0 324 440
414 960 478 1000
324 850 414 1000
610 896 797 1000
797 876 1000 1000
414 494 478 960
414 0 478 494
324 437 414 850
324 0 414 437
478 631 610 1000
478 322 610 631
478 0 610 322
0 851 324 1000
610 626 797 896
610 335 797 626
610 0 797 335
797 449 1000 876
797 0 1000 449
0 544 324 851
0 0 324 544
414 820 478 1000
324 909 414 1000
478 916 610 1000
414 639 478 820
414 439 478 639
414 0 478 439
324 542 414 909
797 819 1000 1000
610 802 797 1000
324 0 414 542
478 529 610 916
0 787 324 1000
478 0 610 529
610 407 797 802
610 0 797 407
797 440 1000 819
797 0 1000 440
0 413 324 787
0 0 324 413
414 924 478 1000
414 842 478 924
324 917 414 1000
478 863 610 1000
797 879 1000 1000
414 444 478 842
414 0 478 444
610 804 797 1000
324 504 414 917
0 861 324 1000
324 0 414 504
478 514 610 863
478 0 610 514
610 429 797 804
610 0 797 429
797 478 1000 879
797 0 1000 478
0 520 324 861
0 0 324 520
0 971 324 1000
324 817 414 1000
610 885 797 1000
414 452 478 1000
414 0 478 452
324 484 414 817
478 700 610 1000
324 0 414 484
478 350 610 700
478 0 610 350
610 634 797 885
610 363 797 634
797 729 1000 1000
610 0 797 363
797 366 1000 729
797 0 1000 366
0 722 324 971
0 466 324 722
0 0 324 466
414 948 478 1000
414 896 478 948
414 826 478 896
414 701 478 826
414 542 478 701
414 379 478 542
478 839 610 1000
414 0 478 379
0 901 324 1000
797 801 1000 1000
324 495 414 1000
324 0 414 495
478 427 610 839
478 0 610 427
610 503 797 1000
610 0 797 503
0 582 324 901
797 0 1000 801
0 0 324 582
414 933 478 1000
414 912 478 933
414 707 478 912
797 921 1000 1000
478 850 610 1000
414 372 478 707
414 0 478 372
0 922 324 1000
324 528 414 1000
610 780 797 1000
324 0 414 528
478 438 610 850
478 0 610 438
610 451 797 780
797 617 1000 921
610 0 797 451
797 0 1000 617
0 466 324 922
0 0 324 466
478 930 610 1000
414 909 478 1000
414 843 478 909
414 735 478 843
414 493 478 735
797 865 1000 1000
414 0 478 493
324 553 414 1000
324 0 414 553
610 689 797 1000
478 468 610 930
478 0 610 468
610 346 797 689
610 0 797 346
0 781 324 1000
797 476 1000 865
797 0 1000 476
0 437 324 781
0 0 324 437
324 934 414 1000
324 907 414 934
414 815 478 1000
0 940 324 1000
610 904 797 1000
324 743 414 907
414 435 478 815
414 0 478 435
324 388 414 743
478 740 610 1000
324 0 414 388
478 383 610 740
478 0 610 383
610 617 797 904
797 609 1000 1000
610 0 797 617
797 0 1000 609
0 557 324 940
0 0 324 557
414 0 478 19
414 19 478 49
414 711 478 1000
414 636 478 711
414 495 478 636
414 276 478 495
414 49 478 276
610 875 797 1000
324 592 414 1000
0 886 324 1000
797 752 1000 1000
324 0 414 592
797 0 1000 266
478 491 610 1000
478 0 610 491
797 266 1000 752
0 542 324 886
610 0 797 875
0 0 324 542
414 0 478 19
414 19 478 49
414 762 478 1000
414 522 478 762
478 854 610 1000
414 49 478 522
324 539 414 1000
324 0 414 539
478 486 610 854
610 726 797 1000
797 0 1000 266
478 0 610 486
610 367 797 726
610 0 797 367
797 627 1000 1000
797 266 1000 627
0 701 324 1000
0 388 324 701
0 0 324 388
414 992 478 1000
414 0 478 14
478 988 610 1000
478 976 610 988
610 933 797 1000
324 844 414 1000
414 742 478 992
797 895 1000 1000
478 759 610 976
610 0 797 159
610 769 797 933
414 14 478 742
797 658 1000 895
324 0 414 844
0 718 324 1000
478 0 610 759
610 159 797 769
797 0 1000 658
0 0 324 718
414 0 478 14
478 949 610 1000
797 947 1000 1000
414 730 478 1000
610 924 797 1000
324 785 414 1000
0 911 324 1000
324 513 414 785
610 0 797 159
414 14 478 730
324 0 414 513
478 559 610 949
610 628 797 924
797 650 1000 947
478 0 610 559
610 159 797 628
0 620 324 911
797 0 1000 650
0 0 324 620
414 978 478 1000
414 946 478 978
478 906 610 1000
478 841 610 906
324 854 414 1000
324 740 414 854
610 853 797 1000
414 480 478 946
414 0 478 480
324 390 414 740
324 0 414 390
797 0 1000 188
478 438 610 841
478 0 610 438
797 684 1000 1000
610 497 797 853
610 0 797 497
797 188 1000 684
0 0 324 1000
478 938 610 1000
0 900 324 1000
414 733 478 1000
414 524 478 733
414 304 478 524
797 925 1000 1000
414 0 478 304
0 833 324 900
478 691 610 938
797 0 1000 188
610 784 797 1000
610 545 797 784
797 701 1000 925
324 0 414 1000
478 0 610 691
610 0 797 545
797 188 1000 701
0 457 324 833
0 0 324 457
414 894 478 1000
324 0 414 96
414 699 478 894
324 825 414 1000
478 315 610 434
414 404 478 699
478 161 610 315
478 0 610 161
414 0 478 404
797 829 1000 1000
610 803 797 1000
0 852 324 1000
324 96 414 825
478 434 610 1000
610 404 797 803
610 0 797 404
0 574 324 852
797 0 1000 829
0 0 324 574
414 873 478 1000
414 855 478 873
414 806 478 855
414 752 478 806
414 627 478 752
324 0 414 96
478 315 610 434
478 161 610 315
478 0 610 161
324 592 414 1000
414 0 478 627
324 96 414 592
610 665 797 1000
797 654 1000 1000
478 434 610 1000
610 0 797 665
797 0 1000 654
0 533 324 1000
0 0 324 533
324 928 414 1000
414 862 478 1000
414 712 478 862
414 548 478 712
414 300 478 548
414 0 478 300
324 674 414 928
324 405 414 674
324 0 414 405
478 669 610 1000
478 338 610 669
478 0 610 338
610 730 797 1000
610 485 797 730
797 640 1000 1000
610 0 797 485
797 0 1000 640
0 476 324 1000
0 0 324 476
