1300
1600
1700
[52, 44] [-100, -100]
0 993 174 1000
808 978 1000 1000
0 63 174 80
808 935 1000 978
0 0 174 63
808 872 1000 935
808 806 1000 872
808 740 1000 806
0 917 174 993
808 659 1000 740
808 574 1000 659
808 463 1000 574
0 80 174 231
0 762 174 917
0 598 174 762
0 231 174 408
0 408 174 598
808 232 1000 463
808 0 1000 232
174 0 379 219
174 219 379 449
610 688 808 1000
610 379 808 688
379 676 610 1000
610 0 808 379
174 449 379 1000
379 0 610 676
0 63 174 80
379 976 610 1000
379 957 610 976
379 924 610 957
379 883 610 924
0 0 174 63
174 937 379 1000
0 887 174 1000
379 796 610 883
174 839 379 937
0 761 174 887
0 80 174 231
0 590 174 761
0 231 174 408
0 408 174 590
808 808 1000 1000
174 0 379 219
174 219 379 449
808 558 1000 808
808 282 1000 558
808 0 1000 282
610 667 808 1000
610 334 808 667
610 0 808 334
174 449 379 839
379 443 610 796
379 0 610 443
174 988 379 1000
379 943 610 1000
610 980 808 1000
0 524 174 548
174 967 379 988
808 963 1000 1000
379 910 610 943
610 925 808 980
0 548 174 620
808 896 1000 963
808 829 1000 896
0 0 174 100
0 249 174 368
0 100 174 249
0 368 174 524
0 818 174 1000
0 620 174 818
808 647 1000 829
808 455 1000 647
610 0 808 199
808 239 1000 455
808 0 1000 239
174 730 379 967
610 622 808 925
610 199 808 622
174 0 379 730
379 0 610 910
0 978 174 1000
0 524 174 548
808 963 1000 1000
610 956 808 1000
0 925 174 978
0 548 174 620
610 883 808 956
610 807 808 883
0 0 174 100
808 858 1000 963
0 249 174 368
808 739 1000 858
0 785 174 925
0 100 174 249
0 368 174 524
0 620 174 785
610 0 808 199
808 525 1000 739
174 780 379 1000
808 266 1000 525
808 0 1000 266
610 541 808 807
610 199 808 541
174 442 379 780
379 632 610 1000
174 0 379 442
379 0 610 632
0 994 174 1000
174 991 379 1000
808 991 1000 1000
0 39 174 49
610 977 808 1000
379 938 610 1000
808 957 1000 991
0 0 174 39
379 901 610 938
174 945 379 991
610 921 808 977
0 162 174 228
0 49 174 162
0 841 174 994
0 659 174 841
0 457 174 659
0 228 174 457
808 739 1000 957
808 513 1000 739
808 283 1000 513
808 0 1000 283
610 647 808 921
610 349 808 647
610 0 808 349
174 521 379 945
174 0 379 521
379 0 610 901
0 993 174 1000
0 39 174 49
174 981 379 1000
174 960 379 981
174 934 379 960
174 905 379 934
0 0 174 39
174 862 379 905
610 949 808 1000
0 162 174 228
0 904 174 993
808 898 1000 1000
0 49 174 162
0 776 174 904
0 620 174 776
0 428 174 620
0 228 174 428
808 660 1000 898
610 716 808 949
379 772 610 1000
808 349 1000 660
808 0 1000 349
610 371 808 716
610 0 808 371
174 459 379 862
174 0 379 459
379 0 610 772
0 996 174 1000
379 973 610 1000
379 951 610 973
174 972 379 1000
379 924 610 951
808 955 1000 1000
0 942 174 996
610 946 808 1000
379 872 610 924
610 886 808 946
610 823 808 886
0 853 174 942
0 752 174 853
