1800
1900
1900
2000
2000
[10, 6] [0, 100]
True
True
True
True
True
True
True
True
True
True
True
True
152 720 173 1000
152 706 173 720
195 820 223 1000
195 790 223 820
721 962 763 1000
414 958 462 1000
801 801 834 1000
801 684 834 801
688 831 721 1000
688 691 721 831
763 821 801 1000
763 682 801 821
462 837 501 1000
462 686 501 837
268 825 310 1000
721 779 763 962
414 796 462 958
632 826 688 1000
353 698 392 1000
501 845 570 1000
570 696 610 1000
93 637 129 1000
310 0 331 1000
152 0 173 706
610 0 632 1000
392 0 414 1000
331 0 353 1000
246 0 268 1000
173 0 195 1000
834 708 900 1000
223 0 246 1000
129 0 152 1000
195 0 223 790
801 0 834 684
688 0 721 691
93 0 129 637
0 723 93 1000
763 0 801 682
462 0 501 686
353 0 392 698
570 0 610 696
900 674 1000 1000
721 0 763 779
268 0 310 825
414 0 462 796
632 0 688 826
834 0 900 708
501 0 570 845
0 0 93 723
900 0 1000 674
152 971 173 1000
152 950 173 971
129 948 152 1000
195 944 223 1000
173 885 195 1000
223 869 246 1000
763 950 801 1000
688 929 721 1000
570 943 610 1000
688 858 721 929
763 876 801 950
353 920 392 1000
462 900 501 1000
900 944 1000 1000
310 0 331 1000
801 819 834 1000
152 648 173 950
152 344 173 648
414 853 462 1000
152 0 173 344
93 790 129 1000
331 643 353 1000
610 426 632 1000
392 616 414 1000
610 0 632 426
834 843 900 1000
501 861 570 1000
632 797 688 1000
392 0 414 616
331 0 353 643
246 0 268 1000
173 0 195 885
223 0 246 869
129 0 152 948
195 0 223 944
801 0 834 819
688 0 721 858
93 0 129 790
763 0 801 876
462 0 501 900
353 0 392 920
570 0 610 943
721 0 763 1000
268 0 310 1000
414 0 462 853
632 0 688 797
834 0 900 843
501 0 570 861
0 0 93 1000
900 0 1000 944
152 819 173 1000
152 805 173 819
129 948 152 1000
195 925 223 1000
268 958 310 1000
721 940 763 1000
173 746 195 1000
223 798 246 1000
195 818 223 925
834 933 900 1000
688 840 721 1000
763 857 801 1000
462 868 501 1000
414 886 462 1000
310 298 331 1000
310 0 331 298
152 493 173 805
331 630 353 1000
246 650 268 1000
93 802 129 1000
801 746 834 1000
610 564 632 1000
392 584 414 1000
900 898 1000 1000
152 0 173 493
632 791 688 1000
610 0 632 564
392 0 414 584
331 0 353 630
246 0 268 650
0 827 93 1000
173 0 195 746
223 0 246 798
129 0 152 948
195 0 223 818
801 0 834 746
688 0 721 840
93 0 129 802
763 0 801 857
462 0 501 868
353 0 392 1000
