1800
2000
1800
1700
[14, 6] [0, 0]
138 672 166 1000
451 0 484 31
64 929 98 1000
546 934 581 1000
98 963 138 1000
241 909 280 1000
0 0 64 64
451 612 484 1000
546 748 581 934
736 0 815 86
308 806 345 1000
0 855 64 1000
166 804 214 1000
64 645 98 929
401 777 451 1000
581 0 680 107
680 731 736 1000
931 736 1000 1000
736 778 815 1000
280 0 308 1000
138 0 166 672
372 0 401 1000
451 31 484 612
484 674 546 1000
64 0 98 645
546 0 581 748
581 710 680 1000
308 0 345 806
241 0 280 909
98 0 138 963
166 0 214 804
401 0 451 777
680 0 736 731
484 0 546 674
815 612 931 1000
0 64 64 855
931 0 1000 736
736 86 815 778
581 107 680 710
815 0 931 612
451 0 484 31
546 924 581 1000
214 584 241 1000
214 465 241 584
308 878 345 1000
680 920 736 1000
0 0 64 64
280 807 308 1000
214 260 241 465
372 788 401 1000
64 800 98 1000
736 0 815 86
214 0 241 260
0 874 64 1000
451 740 484 1000
280 499 308 807
484 832 546 1000
581 0 680 107
138 537 166 1000
736 845 815 1000
931 813 1000 1000
280 0 308 499
138 0 166 537
372 0 401 788
451 31 484 740
64 0 98 800
815 753 931 1000
546 0 581 924
308 0 345 878
241 0 280 1000
98 0 138 1000
166 0 214 1000
401 0 451 1000
680 0 736 920
484 0 546 832
0 64 64 874
931 0 1000 813
736 86 815 845
581 107 680 1000
815 0 931 753
214 18 241 1000
214 0 241 18
451 855 484 1000
308 937 345 1000
546 877 581 1000
64 850 98 1000
138 518 166 1000
138 267 166 518
138 0 166 267
372 570 401 1000
451 563 484 855
64 551 98 850
546 539 581 877
308 600 345 937
98 677 138 1000
241 664 280 1000
815 867 931 1000
401 671 451 1000
372 0 401 570
451 0 484 563
64 0 98 551
546 0 581 539
166 578 214 1000
680 604 736 1000
0 673 64 1000
931 684 1000 1000
308 0 345 600
484 603 546 1000
736 678 815 1000
241 0 280 664
98 0 138 677
166 0 214 578
401 0 451 671
680 0 736 604
484 0 546 603
0 0 64 673
931 0 1000 684
736 0 815 678
581 0 680 1000
815 0 931 867
64 715 98 1000
64 662 98 715
64 602 98 662
546 934 581 1000
308 928 345 1000
241 903 280 1000
98 903 138 1000
546 806 581 934
546 669 581 806
308 757 345 928
241 730 280 903
98 717 138 903
581 924 680 1000
401 796 451 1000
680 788 736 1000
931 806 1000 1000
0 777 64 1000
815 881 931 1000
166 681 214 1000
451 527 484 1000
214 0 241 1000
280 0 308 1000
484 729 546 1000
138 0 166 1000
372 0 401 1000
451 0 484 527
64 0 98 602
546 0 581 669
308 0 345 757
241 0 280 730
98 0 138 717
166 0 214 681
401 0 451 796
680 0 736 788
484 0 546 729
0 0 64 777
931 0 1000 806
736 0 815 1000
581 0 680 924
815 0 931 881
372 0 401 33
241 958 280 1000
308 771 345 1000
308 707 345 771
0 933 64 1000
931 0 1000 66
241 835 280 958
98 823 138 1000
581 904 680 1000
581 0 680 88
166 766 214 1000
401 763 451 1000
0 757 64 933
815 107 931 207
815 0 931 107
931 787 1000 1000
345 0 372 1000
680 699 736 1000
214 0 241 1000
280 0 308 1000
138 0 166 1000
484 645 546 1000
736 734 815 1000
372 33 401 1000
451 0 484 1000
64 0 98 1000
546 0 581 1000
308 0 345 707
815 207 931 434
241 0 280 835
98 0 138 823
166 0 214 766
401 0 451 763
680 0 736 699
484 0 546 645
0 0 64 757
931 66 1000 787
736 0 815 734
815 434 931 1000
581 88 680 904
372 0 401 33
64 840 98 1000
401 932 451 1000
241 891 280 1000
680 921 736 1000
931 0 1000 66
815 957 931 1000
484 915 546 1000
451 695 484 1000
166 807 214 1000
401 794 451 932
931 893 1000 1000
581 0 680 88
736 879 815 1000
680 726 736 921
484 736 546 915
815 107 931 207
815 0 931 107
0 773 64 1000
581 844 680 1000
214 0 241 1000
280 0 308 1000
138 0 166 1000
372 33 401 1000
451 0 484 695
815 207 931 434
64 0 98 840
546 0 581 1000
308 0 345 1000
241 0 280 891
98 0 138 1000
166 0 214 807
401 0 451 794
680 0 736 726
484 0 546 736
0 0 64 773
931 66 1000 893
815 434 931 957
736 0 815 879
581 88 680 844
64 0 98 35
308 935 345 1000
166 0 214 43
241 909 280 1000
138 0 166 1000
815 944 931 1000
736 0 815 82
372 682 401 1000
372 385 401 682
372 0 401 385
451 592 484 1000
64 615 98 1000
546 592 581 1000
308 593 345 935
241 580 280 909
166 689 214 1000
98 584 138 1000
401 673 451 1000
581 824 680 1000
680 658 736 1000
451 0 484 592
64 35 98 615
546 0 581 592
308 0 345 593
241 0 280 580
98 0 138 584
484 606 546 1000
0 590 64 1000
931 563 1000 1000
166 43 214 689
736 580 815 1000
401 0 451 673
680 0 736 658
484 0 546 606
0 0 64 590
931 0 1000 563
736 82 815 580
581 415 680 824
581 0 680 415
