1600
1800
1800
1800
[18, 18] [0, 0]
328 391 359 1000
359 945 398 1000
589 945 657 1000
398 939 450 1000
328 247 359 391
328 0 359 247
359 729 398 945
359 476 398 729
398 747 450 939
285 627 328 1000
208 799 285 1000
450 771 527 1000
359 0 398 476
527 655 589 1000
589 626 657 945
929 639 1000 1000
285 0 328 627
763 782 929 1000
398 0 450 747
527 0 589 655
589 0 657 626
657 588 763 1000
929 0 1000 639
0 771 208 1000
450 0 527 771
208 0 285 799
657 0 763 588
763 399 929 782
763 0 929 399
0 448 208 771
0 0 208 448
328 770 359 1000
328 723 359 770
328 663 359 723
328 596 359 663
285 935 328 1000
398 0 450 56
929 944 1000 1000
328 441 359 596
328 254 359 441
763 955 929 1000
359 804 398 1000
328 0 359 254
208 838 285 1000
527 772 589 1000
929 745 1000 944
589 704 657 1000
450 717 527 1000
0 876 208 1000
657 795 763 1000
359 0 398 804
285 0 328 935
398 56 450 1000
527 0 589 772
589 0 657 704
929 0 1000 745
450 0 527 717
208 0 285 838
763 535 929 955
657 0 763 795
763 0 929 535
0 0 208 876
328 609 359 1000
359 903 398 1000
398 0 450 56
359 814 398 903
359 698 398 814
285 889 328 1000
285 784 328 889
589 920 657 1000
285 638 328 784
450 887 527 1000
450 777 527 887
208 846 285 1000
657 824 763 1000
328 0 359 609
398 584 450 1000
589 628 657 920
929 652 1000 1000
359 0 398 698
285 0 328 638
398 56 450 584
527 500 589 1000
527 0 589 500
589 0 657 628
929 0 1000 652
450 0 527 777
208 0 285 846
763 554 929 1000
657 0 763 824
763 0 929 554
0 486 208 1000
0 0 208 486
328 525 359 1000
359 907 398 1000
359 808 398 907
328 273 359 525
328 0 359 273
359 583 398 808
285 765 328 1000
359 304 398 583
359 0 398 304
285 484 328 765
763 902 929 1000
657 0 763 117
398 659 450 1000
0 904 208 1000
285 0 328 484
527 584 589 1000
589 547 657 1000
929 532 1000 1000
208 560 285 1000
398 0 450 659
450 532 527 1000
527 0 589 584
589 0 657 547
929 0 1000 532
450 0 527 532
208 0 285 560
763 633 929 902
0 617 208 904
657 117 763 1000
763 0 929 633
0 0 208 617
328 700 359 1000
285 936 328 1000
328 607 359 700
359 843 398 1000
328 406 359 607
285 780 328 936
763 951 929 1000
398 827 450 1000
527 813 589 1000
208 842 285 1000
657 0 763 117
328 0 359 406
359 507 398 843
589 745 657 1000
929 732 1000 1000
359 0 398 507
450 729 527 1000
0 889 208 1000
657 780 763 1000
285 0 328 780
398 0 450 827
527 0 589 813
589 0 657 745
929 0 1000 732
450 0 527 729
208 0 285 842
657 117 763 780
763 491 929 951
763 0 929 491
0 450 208 889
0 0 208 450
359 960 398 1000
398 948 450 1000
328 203 359 1000
589 928 657 1000
328 0 359 203
527 884 589 1000
359 775 398 960
359 561 398 775
359 313 398 561
359 0 398 313
285 620 328 1000
398 629 450 948
527 577 589 884
763 867 929 1000
208 666 285 1000
285 0 328 620
589 527 657 928
929 560 1000 1000
450 576 527 1000
398 0 450 629
527 0 589 577
589 0 657 527
929 0 1000 560
450 0 527 576
657 520 763 1000
208 0 285 666
657 0 763 520
763 532 929 867
0 669 208 1000
763 0 929 532
0 0 208 669
359 959 398 1000
328 823 359 1000
359 833 398 959
285 819 328 1000
589 875 657 1000
328 465 359 823
398 733 450 1000
328 0 359 465
527 750 589 1000
359 425 398 833
359 0 398 425
285 413 328 819
285 0 328 413
398 388 450 733
398 0 450 388
527 377 589 750
527 0 589 377
589 528 657 875
208 644 285 1000
929 551 1000 1000
450 538 527 1000
589 0 657 528
929 0 1000 551
450 0 527 538
208 0 285 644
657 516 763 1000
763 681 929 1000
657 0 763 516
0 689 208 1000
763 0 929 681
0 0 208 689
359 0 398 34
359 879 398 1000
398 827 450 1000
398 776 450 827
398 715 450 776
527 900 589 1000
589 929 657 1000
589 0 657 71
527 765 589 900
657 0 763 85
527 611 589 765
657 865 763 1000
589 714 657 929
763 0 929 114
929 652 1000 1000
450 682 527 1000
208 696 285 1000
763 846 929 1000
0 852 208 1000
328 0 359 1000
359 34 398 879
285 0 328 1000
398 0 450 715
527 0 589 611
589 71 657 714
929 0 1000 652
450 0 527 682
208 0 285 696
657 85 763 865
763 114 929 846
0 0 208 852
328 924 359 1000
328 897 359 924
359 0 398 34
359 839 398 1000
589 0 657 71
398 865 450 1000
208 864 285 1000
657 0 763 85
285 753 328 1000
398 646 450 865
527 777 589 1000
527 560 589 777
450 791 527 1000
929 728 1000 1000
763 0 929 114
589 595 657 1000
657 793 763 1000
328 0 359 897
359 34 398 839
285 0 328 753
398 0 450 646
527 0 589 560
589 71 657 595
929 0 1000 728
763 636 929 1000
450 0 527 791
208 0 285 864
657 85 763 793
763 114 929 636
0 494 208 1000
0 0 208 494
328 930 359 1000
328 891 359 930
589 935 657 1000
328 740 359 891
359 719 398 1000
285 777 328 1000
328 376 359 740
328 0 359 376
398 752 450 1000
359 386 398 719
527 759 589 1000
359 0 398 386
589 694 657 935
929 688 1000 1000
208 711 285 1000
450 638 527 1000
0 842 208 1000
763 808 929 1000
285 0 328 777
398 0 450 752
657 566 763 1000
527 0 589 759
589 0 657 694
929 0 1000 688
450 0 527 638
208 0 285 711
657 0 763 566
763 429 929 808
763 0 929 429
0 479 208 842
0 0 208 479
328 789 359 1000
328 757 359 789
359 930 398 1000
328 521 359 757
328 283 359 521
328 0 359 283
398 819 450 1000
359 684 398 930
285 622 328 1000
208 805 285 1000
398 520 450 819
763 860 929 1000
929 653 1000 1000
359 0 398 684
285 0 328 622
398 0 450 520
