5300
6400
[0, 0] [-100, -100]
756 957 1000 1000
311 896 756 1000
0 868 311 1000
756 664 1000 957
756 337 1000 664
756 0 1000 337
0 602 311 868
0 0 311 602
311 474 756 896
311 0 756 474
756 934 1000 1000
0 930 311 1000
756 782 1000 934
756 607 1000 782
756 332 1000 607
756 0 1000 332
0 526 311 930
0 0 311 526
311 592 756 1000
311 0 756 592
0 986 1000 1000
0 957 1000 986
0 913 1000 957
0 824 1000 913
0 726 1000 824
0 627 1000 726
0 488 1000 627
0 344 1000 488
0 178 1000 344
0 0 1000 178
0 966 1000 1000
0 933 1000 966
0 900 1000 933
0 866 1000 900
0 814 1000 866
0 721 1000 814
0 601 1000 721
0 459 1000 601
0 238 1000 459
0 0 1000 238
0 968 1000 1000
0 935 1000 968
0 887 1000 935
0 809 1000 887
0 730 1000 809
0 636 1000 730
0 537 1000 636
0 419 1000 537
0 280 1000 419
0 0 1000 280
0 989 1000 1000
0 980 1000 989
0 955 1000 980
0 929 1000 955
0 863 1000 929
0 754 1000 863
0 608 1000 754
0 408 1000 608
0 205 1000 408
0 0 1000 205
0 997 1000 1000
0 967 1000 997
0 926 1000 967
0 882 1000 926
0 812 1000 882
0 710 1000 812
0 597 1000 710
0 425 1000 597
0 249 1000 425
0 0 1000 249
0 991 1000 1000
0 982 1000 991
0 949 1000 982
0 908 1000 949
0 809 1000 908
0 709 1000 809
0 548 1000 709
0 381 1000 548
0 201 1000 381
0 0 1000 201
0 995 1000 1000
0 976 1000 995
0 941 1000 976
0 881 1000 941
0 814 1000 881
0 744 1000 814
0 612 1000 744
0 430 1000 612
0 224 1000 430
0 0 1000 224
756 969 1000 1000
0 941 311 1000
756 882 1000 969
311 827 756 1000
756 488 1000 882
756 0 1000 488
0 533 311 941
0 0 311 533
311 432 756 827
311 0 756 432
756 956 1000 1000
756 913 1000 956
311 907 756 1000
311 782 756 907
756 656 1000 913
756 375 1000 656
756 0 1000 375
0 564 311 1000
0 0 311 564
311 0 756 782
0 984 1000 1000
0 972 1000 984
0 960 1000 972
0 941 1000 960
0 896 1000 941
0 840 1000 896
0 705 1000 840
0 534 1000 705
0 295 1000 534
0 0 1000 295
0 973 1000 1000
0 942 1000 973
0 898 1000 942
0 837 1000 898
0 766 1000 837
0 691 1000 766
0 598 1000 691
0 496 1000 598
0 366 1000 496
0 0 1000 366
0 987 1000 1000
0 954 1000 987
0 906 1000 954
0 853 1000 906
0 789 1000 853
0 718 1000 789
0 600 1000 718
0 465 1000 600
0 296 1000 465
0 0 1000 296
311 971 756 1000
311 932 756 971
756 865 1000 1000
756 711 1000 865
756 421 1000 711
756 0 1000 421
0 544 311 1000
0 0 311 544
311 489 756 932
311 0 756 489
0 973 1000 1000
0 940 1000 973
