2400
2400
2500
[24, 27] [0, 0]
386 35 424 1000
386 0 424 35
684 904 778 1000
296 543 338 1000
338 529 386 1000
296 0 338 543
561 508 612 1000
338 0 386 529
561 0 612 508
817 851 1000 1000
612 496 684 1000
612 0 684 496
684 498 778 904
684 0 778 498
424 547 561 1000
424 0 561 547
817 431 1000 851
817 0 1000 431
0 647 296 1000
0 0 296 647
386 0 424 1000
296 849 338 1000
338 826 386 1000
424 946 561 1000
684 915 778 1000
296 550 338 849
612 781 684 1000
817 895 1000 1000
684 759 778 915
424 0 561 151
296 0 338 550
338 0 386 826
817 0 1000 241
561 0 612 1000
817 241 1000 504
612 0 684 781
684 0 778 759
817 504 1000 895
424 151 561 946
0 0 296 1000
296 494 338 1000
296 309 338 494
424 941 561 1000
296 0 338 309
0 942 296 1000
338 565 386 1000
424 0 561 151
612 691 684 1000
338 0 386 565
684 680 778 1000
424 711 561 941
817 0 1000 241
817 241 1000 504
561 0 612 1000
612 0 684 691
684 0 778 680
424 151 561 711
817 504 1000 1000
0 562 296 942
0 0 296 562
338 876 386 1000
338 780 386 876
612 0 684 70
612 902 684 1000
424 926 561 1000
778 451 817 1000
778 0 817 451
296 445 338 1000
296 0 338 445
684 739 778 1000
338 0 386 780
424 634 561 926
561 0 612 1000
0 813 296 1000
612 70 684 902
817 647 1000 1000
684 0 778 739
424 0 561 634
817 0 1000 647
0 0 296 813
612 0 684 70
338 876 386 1000
424 940 561 1000
684 863 778 1000
296 0 338 1000
338 594 386 876
338 308 386 594
338 0 386 308
612 743 684 1000
684 621 778 863
424 712 561 940
0 849 296 1000
561 0 612 1000
612 70 684 743
684 0 778 621
817 573 1000 1000
424 0 561 712
817 0 1000 573
0 449 296 849
0 0 296 449
684 890 778 1000
561 689 612 1000
817 905 1000 1000
424 0 561 113
0 916 296 1000
817 0 1000 148
386 0 424 1000
778 0 817 1000
424 760 561 1000
296 0 338 1000
338 0 386 1000
561 0 612 689
817 419 1000 620
817 148 1000 419
817 620 1000 905
612 0 684 1000
684 0 778 890
424 113 561 760
0 537 296 916
0 0 296 537
684 905 778 1000
778 640 817 1000
612 739 684 1000
424 0 561 113
778 0 817 640
817 0 1000 148
684 601 778 905
424 776 561 1000
817 419 1000 620
296 0 338 1000
338 0 386 1000
561 0 612 1000
817 148 1000 419
612 0 684 739
684 0 778 601
817 620 1000 1000
0 755 296 1000
424 113 561 776
0 432 296 755
0 0 296 432
386 20 424 1000
386 0 424 20
296 566 338 1000
684 0 778 96
296 294 338 566
296 0 338 294
338 691 386 1000
0 927 296 1000
612 697 684 1000
424 818 561 1000
684 673 778 1000
338 0 386 691
561 0 612 1000
612 0 684 697
684 96 778 673
817 619 1000 1000
424 0 561 818
817 0 1000 619
0 492 296 927
0 0 296 492
612 927 684 1000
684 0 778 96
0 902 296 1000
296 736 338 1000
612 775 684 927
817 888 1000 1000
684 712 778 1000
386 0 424 1000
778 0 817 1000
296 0 338 736
424 694 561 1000
338 0 386 1000
561 0 612 1000
612 0 684 775
684 96 778 712
817 534 1000 888
424 0 561 694
817 0 1000 534
0 467 296 902
0 0 296 467
612 948 684 1000
561 876 612 1000
296 769 338 1000
296 562 338 769
612 725 684 948
338 512 386 1000
296 0 338 562
338 0 386 512
684 557 778 1000
817 0 1000 202
561 0 612 876
817 725 1000 1000
612 0 684 725
684 0 778 557
424 587 561 1000
0 781 296 1000
424 0 561 587
817 202 1000 725
0 438 296 781
0 0 296 438
386 0 424 1000
338 927 386 1000
338 839 386 927
561 878 612 1000
296 0 338 1000
561 665 612 878
338 445 386 839
338 0 386 445
612 679 684 1000
424 763 561 1000
561 0 612 665
817 0 1000 202
817 776 1000 1000
612 0 684 679
0 783 296 1000
684 0 778 1000
424 0 561 763
817 202 1000 776
0 417 296 783
0 0 296 417
296 951 338 1000
338 941 386 1000
612 926 684 1000
296 797 338 951
778 0 817 1000
612 727 684 926
817 890 1000 1000
296 0 338 797
684 578 778 1000
338 0 386 941
561 0 612 1000
612 0 684 727
684 0 778 578
424 493 561 1000
424 0 561 493
0 744 296 1000
817 465 1000 890
817 0 1000 465
0 453 296 744
0 0 296 453
612 922 684 1000
338 804 386 1000
386 415 424 1000
386 0 424 415
612 689 684 922
817 859 1000 1000
778 0 817 1000
296 0 338 1000
684 634 778 1000
338 0 386 804
561 0 612 1000
612 0 684 689
684 0 778 634
424 523 561 1000
424 0 561 523
817 462 1000 859
817 0 1000 462
0 669 296 1000
0 364 296 669
0 0 296 364
386 0 424 1000
561 864 612 1000
424 941 561 1000
778 577 817 1000
424 0 561 112
778 0 817 577
612 642 684 1000
684 647 778 1000
817 0 1000 197
296 0 338 1000
338 0 386 1000
561 0 612 864
612 0 684 642
424 569 561 941
817 687 1000 1000
0 804 296 1000
684 0 778 647
424 112 561 569
817 197 1000 687
0 0 296 804
386 0 424 32
386 32 424 1000
338 778 386 1000
612 874 684 1000
296 640 338 1000
612 678 684 874
424 0 561 112
296 0 338 640
684 633 778 1000
817 0 1000 197
338 0 386 778
561 0 612 1000
612 0 684 678
424 580 561 1000
684 0 778 633
424 112 561 580
817 581 1000 1000
817 197 1000 581
0 545 296 1000
0 0 296 545
386 721 424 1000
338 817 386 1000
612 0 684 69
612 889 684 1000
684 114 778 189
684 0 778 114
386 371 424 721
386 0 424 371
684 823 778 1000
817 844 1000 1000
778 0 817 1000
296 0 338 1000
338 0 386 817
561 0 612 1000
612 69 684 889
684 189 778 823
0 736 296 1000
424 0 561 1000
817 0 1000 844
0 0 296 736
612 0 684 69
684 114 778 189
684 0 778 114
296 434 338 1000
296 0 338 434
612 648 684 1000
424 776 561 1000
684 651 778 1000
338 0 386 1000
561 0 612 1000
612 69 684 648
684 189 778 651
424 412 561 776
424 0 561 412
817 683 1000 1000
817 365 1000 683
0 777 296 1000
817 0 1000 365
0 446 296 777
0 0 296 446
561 915 612 1000
612 919 684 1000
684 0 778 78
296 499 338 1000
561 635 612 915
612 711 684 919
424 869 561 1000
424 0 561 116
296 0 338 499
338 506 386 1000
684 758 778 1000
338 0 386 506
561 0 612 635
612 0 684 711
684 78 778 758
817 572 1000 1000
424 116 561 869
817 0 1000 572
0 524 296 1000
0 0 296 524
684 0 778 78
778 0 817 1000
338 820 386 1000
296 769 338 1000
561 779 612 1000
296 483 338 769
612 732 684 1000
424 0 561 116
817 897 1000 1000
296 0 338 483
684 646 778 1000
424 714 561 1000
338 0 386 820
561 0 612 779
612 0 684 732
684 78 778 646
424 116 561 714
0 597 296 1000
817 0 1000 897
0 0 296 597
424 914 561 1000
612 843 684 1000
296 680 338 1000
386 0 424 1000
778 511 817 1000
424 0 561 145
778 0 817 511
684 697 778 1000
296 0 338 680
424 695 561 914
338 0 386 1000
561 0 612 1000
0 802 296 1000
612 0 684 843
684 0 778 697
0 0 296 229
0 229 296 466
424 145 561 695
0 466 296 802
817 0 1000 1000
561 755 612 1000
612 772 684 1000
612 573 684 772
424 0 561 145
386 0 424 1000
778 0 817 1000
0 889 296 1000
296 0 338 1000
338 0 386 1000
561 0 612 755
612 0 684 573
684 498 778 1000
684 0 778 498
424 583 561 1000
817 683 1000 1000
424 145 561 583
0 0 296 229
0 229 296 466
817 0 1000 683
0 466 296 889
386 24 424 1000
386 0 424 24
561 843 612 1000
684 0 778 87
684 87 778 185
424 0 561 103
296 0 338 1000
612 699 684 1000
684 742 778 1000
0 866 296 1000
338 0 386 1000
561 0 612 843
612 0 684 699
684 185 778 742
424 577 561 1000
817 674 1000 1000
424 103 561 577
817 0 1000 674
0 445 296 866
0 0 296 445
386 0 424 24
386 24 424 63
561 930 612 1000
684 0 778 87
684 87 778 185
612 831 684 1000
0 937 296 1000
424 0 561 103
386 63 424 1000
778 0 817 1000
296 0 338 1000
817 806 1000 1000
338 0 386 1000
561 0 612 930
612 0 684 831
684 185 778 1000
424 103 561 1000
0 528 296 937
817 0 1000 806
0 0 296 528
386 19 424 1000
386 0 424 19
296 759 338 1000
778 0 817 1000
424 906 561 1000
296 417 338 759
684 827 778 1000
296 0 338 417
561 618 612 1000
338 471 386 1000
424 0 561 162
338 0 386 471
612 566 684 1000
561 0 612 618
612 0 684 566
684 0 778 827
424 162 561 906
0 593 296 1000
817 0 1000 1000
0 0 296 593
386 0 424 1000
338 888 386 1000
684 942 778 1000
338 758 386 888
338 606 386 758
612 744 684 1000
684 736 778 942
424 0 561 162
778 0 817 1000
296 0 338 1000
338 0 386 606
424 719 561 1000
561 0 612 1000
612 0 684 744
817 696 1000 1000
684 0 778 736
424 162 561 719
0 625 296 1000
817 0 1000 696
0 0 296 625
386 0 424 1000
296 629 338 1000
684 895 778 1000
684 843 778 895
778 505 817 1000
561 664 612 1000
338 594 386 1000
778 0 817 505
296 0 338 629
338 0 386 594
561 0 612 664
0 857 296 1000
424 701 561 1000
612 0 684 1000
817 580 1000 1000
684 0 778 843
424 0 561 701
817 0 1000 580
0 494 296 857
0 0 296 494
296 848 338 1000
296 715 338 848
561 817 612 1000
684 907 778 1000
612 865 684 1000
338 652 386 1000
684 729 778 907
817 870 1000 1000
296 0 338 715
338 0 386 652
561 0 612 817
424 554 561 1000
612 0 684 865
684 0 778 729
424 0 561 554
817 441 1000 870
817 0 1000 441
0 687 296 1000
0 355 296 687
0 0 296 355
386 0 424 1000
338 871 386 1000
612 905 684 1000
778 595 817 1000
424 920 561 1000
684 879 778 1000
612 700 684 905
817 881 1000 1000
778 0 817 595
684 617 778 879
296 0 338 1000
338 0 386 871
561 0 612 1000
612 0 684 700
684 0 778 617
424 496 561 920
424 0 561 496
0 659 296 1000
817 0 1000 881
0 0 296 659
778 933 817 1000
778 887 817 933
561 891 612 1000
612 934 684 1000
778 563 817 887
612 746 684 934
778 0 817 563
684 629 778 1000
296 0 338 1000
338 0 386 1000
561 0 612 891
612 0 684 746
684 0 778 629
0 790 296 1000
424 494 561 1000
424 0 561 494
817 504 1000 1000
817 0 1000 504
0 437 296 790
0 0 296 437
778 369 817 1000
561 770 612 1000
684 887 778 1000
778 0 817 369
296 351 338 1000
296 0 338 351
424 886 561 1000
612 743 684 1000
338 448 386 1000
338 0 386 448
424 714 561 886
561 0 612 770
0 860 296 1000
612 0 684 743
817 608 1000 1000
684 0 778 887
424 0 561 714
817 0 1000 608
0 452 296 860
0 0 296 452
