8900
10500
[7, 19] [0, 0]
914 847 1000 1000
0 877 480 1000
914 600 1000 847
914 343 1000 600
914 0 1000 343
480 691 604 1000
604 534 726 1000
604 0 726 534
726 557 914 1000
480 0 604 691
726 0 914 557
0 521 480 877
0 0 480 521
604 0 726 110
914 388 1000 1000
480 306 604 473
480 150 604 306
480 0 604 150
914 0 1000 388
726 0 914 200
604 562 726 1000
604 110 726 562
480 473 604 1000
726 558 914 1000
726 200 914 558
0 0 480 1000
914 836 1000 1000
604 0 726 110
480 0 604 150
480 150 604 306
480 306 604 473
726 0 914 200
480 473 604 1000
914 0 1000 836
0 836 480 1000
604 110 726 1000
726 200 914 1000
0 430 480 836
0 0 480 430
604 928 726 1000
914 849 1000 1000
914 690 1000 849
914 518 1000 690
914 259 1000 518
914 0 1000 259
0 817 480 1000
726 653 914 1000
604 0 726 928
480 0 604 1000
726 0 914 653
0 526 480 817
0 0 480 526
914 193 1000 1000
914 0 1000 193
604 774 726 1000
604 606 726 774
604 368 726 606
726 781 914 1000
604 0 726 368
480 505 604 1000
480 0 604 505
0 849 480 1000
726 0 914 781
0 484 480 849
0 0 480 484
914 0 1000 82
480 0 604 131
480 844 604 1000
726 0 914 143
914 82 1000 1000
604 480 726 1000
604 0 726 480
0 851 480 1000
480 131 604 844
0 0 480 228
726 143 914 1000
0 542 480 851
0 228 480 542
914 0 1000 82
480 0 604 131
726 0 914 143
604 557 726 1000
726 780 914 1000
914 82 1000 1000
604 0 726 557
0 811 480 1000
480 131 604 1000
0 0 480 228
726 143 914 780
0 542 480 811
0 228 480 542
914 103 1000 116
914 0 1000 103
914 829 1000 1000
914 679 1000 829
914 465 1000 679
480 804 604 1000
914 116 1000 465
604 633 726 1000
604 0 726 633
480 0 604 804
726 0 914 1000
0 493 480 1000
0 0 480 493
914 103 1000 116
914 940 1000 1000
914 0 1000 103
914 835 1000 940
480 739 604 1000
914 116 1000 835
726 645 914 1000
604 0 726 1000
480 0 604 739
0 754 480 1000
726 0 914 645
0 398 480 754
0 0 480 398
914 757 1000 1000
914 707 1000 757
604 0 726 118
480 0 604 145
604 617 726 1000
914 0 1000 707
604 118 726 617
726 541 914 1000
480 145 604 1000
0 0 480 195
726 0 914 541
0 725 480 1000
0 195 480 725
604 0 726 118
480 0 604 145
914 389 1000 1000
914 0 1000 389
604 658 726 1000
0 871 480 1000
726 714 914 1000
604 118 726 658
480 145 604 1000
0 0 480 195
726 0 914 714
0 553 480 871
0 195 480 553
914 951 1000 1000
914 0 1000 64
604 625 726 1000
914 839 1000 951
480 0 604 162
726 0 914 207
914 64 1000 839
604 0 726 625
480 162 604 1000
0 0 480 212
726 207 914 1000
0 637 480 1000
0 212 480 637
914 0 1000 64
0 923 480 1000
480 0 604 162
914 629 1000 1000
726 0 914 207
604 651 726 1000
914 64 1000 629
604 0 726 651
480 162 604 1000
0 0 480 212
726 207 914 1000
0 584 480 923
0 212 480 584
914 813 1000 1000
914 646 1000 813
914 341 1000 646
914 0 1000 341
604 511 726 1000
480 568 604 1000
604 0 726 511
480 0 604 568
726 472 914 1000
726 0 914 472
0 711 480 1000
0 421 480 711
0 0 480 421
