1100
1300
1400
[100, 80] [0, 0]
633 804 696 1000
633 756 696 804
633 697 696 756
633 0 696 96
633 557 696 697
495 933 633 1000
378 899 495 1000
633 357 696 557
633 96 696 357
378 744 495 899
378 576 495 744
696 810 821 1000
495 773 633 933
495 173 633 341
495 0 633 173
378 304 495 576
378 0 495 304
696 418 821 810
696 0 821 418
495 341 633 773
821 627 1000 1000
0 802 378 1000
821 0 1000 627
0 406 378 802
0 0 378 406
633 947 696 1000
633 0 696 96
378 935 495 1000
0 962 378 1000
633 755 696 947
633 562 696 755
633 369 696 562
633 96 696 369
378 758 495 935
495 173 633 341
495 0 633 173
378 551 495 758
378 333 495 551
495 752 633 1000
696 697 821 1000
378 0 495 333
696 381 821 697
821 771 1000 1000
696 0 821 381
495 341 633 752
821 434 1000 771
821 0 1000 434
0 737 378 962
0 485 378 737
0 0 378 485
821 979 1000 1000
495 985 633 1000
696 977 821 1000
821 959 1000 979
495 954 633 985
633 0 696 112
378 0 495 76
633 813 696 1000
378 76 495 179
633 605 696 813
495 851 633 954
495 174 633 302
495 0 633 174
378 770 495 1000
821 0 1000 159
633 112 696 605
0 870 378 1000
696 555 821 977
821 614 1000 959
378 179 495 770
696 0 821 555
495 302 633 851
821 159 1000 614
0 555 378 870
0 0 378 555
633 964 696 1000
378 900 495 1000
378 855 495 900
633 0 696 112
378 0 495 76
378 76 495 179
696 858 821 1000
495 174 633 302
821 872 1000 1000
495 0 633 174
633 539 696 964
633 112 696 539
821 0 1000 159
495 730 633 1000
378 534 495 855
378 179 495 534
696 450 821 858
696 0 821 450
495 302 633 730
821 532 1000 872
821 159 1000 532
0 788 378 1000
0 560 378 788
0 297 378 560
0 0 378 297
633 988 696 1000
821 951 1000 1000
495 935 633 1000
633 777 696 988
633 550 696 777
633 312 696 550
696 868 821 1000
633 0 696 312
378 804 495 1000
378 544 495 804
378 282 495 544
378 0 495 282
696 602 821 868
696 308 821 602
696 0 821 308
495 652 633 935
495 335 633 652
495 0 633 335
821 675 1000 951
821 338 1000 675
821 0 1000 338
0 789 378 1000
0 597 378 789
0 385 378 597
0 0 378 385
633 815 696 1000
633 798 696 815
633 742 696 798
633 652 696 742
633 526 696 652
378 883 495 1000
