7100
9200
9700
[4, 7] [0, 28]
True
True
True
True
True
True
True
True
True
True
True
True
True
True
309 913 389 1000
309 829 389 913
558 856 652 1000
652 0 732 1000
309 463 389 829
309 0 389 463
389 588 558 1000
818 624 1000 1000
732 0 818 1000
558 0 652 856
389 0 558 588
818 0 1000 624
0 500 309 1000
0 0 309 500
309 961 389 1000
309 848 389 961
309 705 389 848
732 678 818 1000
558 711 652 1000
389 747 558 1000
652 0 732 1000
309 0 389 705
732 0 818 678
558 0 652 711
0 620 309 1000
389 0 558 747
818 0 1000 1000
0 0 309 620
309 785 389 1000
309 777 389 785
732 743 818 1000
0 910 309 1000
652 0 732 1000
389 737 558 1000
818 721 1000 1000
309 0 389 777
732 0 818 743
558 0 652 1000
0 634 309 910
389 0 558 737
818 0 1000 721
0 0 309 634
732 785 818 1000
652 308 732 1000
652 0 732 308
309 405 389 1000
309 0 389 405
732 398 818 785
732 0 818 398
558 597 652 1000
0 844 309 1000
558 0 652 597
389 489 558 1000
389 0 558 489
818 0 1000 1000
0 0 309 844
652 0 732 1000
309 779 389 1000
309 572 389 779
732 714 818 1000
558 659 652 1000
818 815 1000 1000
309 0 389 572
732 0 818 714
558 0 652 659
389 580 558 1000
389 0 558 580
0 608 309 1000
818 0 1000 815
0 0 309 608
652 0 732 1000
818 878 1000 1000
732 587 818 1000
309 490 389 1000
309 0 389 490
732 0 818 587
389 587 558 1000
818 560 1000 878
0 782 309 1000
558 0 652 1000
389 0 558 587
818 0 1000 560
0 418 309 782
0 0 309 418
309 760 389 1000
732 822 818 1000
309 562 389 760
732 609 818 822
389 831 558 1000
558 595 652 1000
309 0 389 562
732 0 818 609
558 0 652 595
389 453 558 831
818 606 1000 1000
389 0 558 453
818 0 1000 606
0 0 309 1000
309 832 389 1000
309 721 389 832
309 570 389 721
309 404 389 570
732 760 818 1000
558 699 652 1000
818 838 1000 1000
309 0 389 404
389 627 558 1000
732 0 818 760
558 0 652 699
389 0 558 627
818 0 1000 838
0 0 309 1000
309 917 389 1000
309 884 389 917
732 867 818 1000
652 0 732 1000
309 470 389 884
309 0 389 470
818 747 1000 1000
389 577 558 1000
732 0 818 867
558 0 652 1000
389 0 558 577
818 0 1000 747
0 470 309 1000
0 0 309 470
732 863 818 1000
652 461 732 1000
732 644 818 863
558 717 652 1000
389 856 558 1000
309 579 389 1000
652 0 732 461
309 0 389 579
732 0 818 644
558 0 652 717
0 580 309 1000
389 0 558 856
818 0 1000 1000
0 0 309 580
732 863 818 1000
652 461 732 1000
732 644 818 863
558 717 652 1000
389 856 558 1000
309 579 389 1000
652 0 732 461
309 0 389 579
732 0 818 644
558 0 652 717
0 580 309 1000
389 0 558 856
818 0 1000 1000
0 0 309 580
558 764 652 1000
652 0 732 1000
309 599 389 1000
732 588 818 1000
0 870 309 1000
309 0 389 599
732 0 818 588
818 649 1000 1000
558 0 652 764
389 468 558 1000
389 0 558 468
818 0 1000 649
0 436 309 870
0 0 309 436
309 779 389 1000
309 760 389 779
309 740 389 760
309 686 389 740
309 489 389 686
309 259 389 489
309 0 389 259
732 617 818 1000
732 0 818 617
0 747 309 1000
558 0 652 1000
389 0 558 1000
818 0 1000 1000
0 0 309 747
