1200
1600
1500
1400
[16, 24] [0, 0]
253 895 279 1000
378 942 429 1000
879 971 1000 1000
668 969 787 1000
508 958 594 1000
253 728 279 895
668 931 787 969
508 906 594 958
253 410 279 728
253 0 279 410
279 885 378 1000
378 714 429 942
787 864 879 1000
429 828 508 1000
189 776 253 1000
378 361 429 714
378 0 429 361
594 720 668 1000
189 398 253 776
189 0 253 398
594 362 668 720
594 0 668 362
429 449 508 828
879 712 1000 971
429 0 508 449
508 455 594 906
508 0 594 455
787 437 879 864
787 0 879 437
279 451 378 885
279 0 378 451
668 471 787 931
668 0 787 471
0 674 189 1000
879 0 1000 712
0 0 189 674
253 952 279 1000
594 975 668 1000
378 902 429 1000
429 916 508 1000
594 903 668 975
253 673 279 952
253 366 279 673
253 0 279 366
378 692 429 902
508 859 594 1000
668 0 787 110
787 825 879 1000
378 364 429 692
378 0 429 364
879 843 1000 1000
879 0 1000 162
189 653 253 1000
189 327 253 653
189 0 253 327
594 610 668 903
594 308 668 610
594 0 668 308
429 600 508 916
508 569 594 859
787 551 879 825
668 765 787 1000
279 640 378 1000
0 0 189 168
429 0 508 600
508 0 594 569
787 0 879 551
279 0 378 640
0 621 189 1000
668 110 787 765
879 162 1000 843
0 168 189 621
279 983 378 1000
378 953 429 1000
508 961 594 1000
253 803 279 1000
879 950 1000 1000
787 932 879 1000
253 560 279 803
253 286 279 560
253 0 279 286
429 883 508 1000
189 834 253 1000
668 0 787 110
378 640 429 953
378 324 429 640
378 0 429 324
189 575 253 834
189 296 253 575
189 0 253 296
879 0 1000 162
594 674 668 1000
594 350 668 674
594 0 668 350
787 646 879 932
668 763 787 1000
279 687 378 983
0 0 189 168
429 465 508 883
429 0 508 465
508 531 594 961
0 770 189 1000
508 0 594 531
787 0 879 646
279 0 378 687
668 110 787 763
879 162 1000 950
0 168 189 770
189 972 253 1000
253 937 279 1000
253 875 279 937
253 812 279 875
378 934 429 1000
189 920 253 972
0 953 189 1000
378 821 429 934
668 937 787 1000
253 433 279 812
279 0 378 102
253 0 279 433
378 562 429 821
378 298 429 562
378 0 429 298
429 780 508 1000
189 640 253 920
594 734 668 1000
189 327 253 640
189 0 253 327
594 377 668 734
594 0 668 377
429 425 508 780
279 708 378 1000
787 649 879 1000
429 0 508 425
508 529 594 1000
508 0 594 529
668 530 787 937
879 527 1000 1000
787 0 879 649
279 102 378 708
668 0 787 530
879 0 1000 527
0 567 189 953
0 0 189 567
189 983 253 1000
253 881 279 1000
594 961 668 1000
253 766 279 881
253 629 279 766
253 486 279 629
189 907 253 983
253 247 279 486
253 0 279 247
378 866 429 1000
378 710 429 866
378 546 429 710
378 382 429 546
429 868 508 1000
279 0 378 102
189 704 253 907
594 779 668 961
879 870 1000 1000
668 849 787 1000
378 0 429 382
189 359 253 704
189 0 253 359
594 410 668 779
279 708 378 1000
594 0 668 410
429 468 508 868
508 613 594 1000
429 0 508 468
787 582 879 1000
508 0 594 613
787 0 879 582
279 102 378 708
0 597 189 1000
668 0 787 849
879 0 1000 870
0 0 189 597
253 969 279 1000
879 984 1000 1000
787 975 879 1000
378 0 429 49
508 947 594 1000
378 917 429 1000
879 945 1000 984
279 940 378 1000
594 0 668 75
253 695 279 969
253 419 279 695
189 864 253 1000
594 882 668 1000
429 878 508 1000
253 0 279 419
378 671 429 917
378 361 429 671
378 49 429 361
879 0 1000 140
189 590 253 864
189 307 253 590
189 0 253 307
279 723 378 940
879 140 1000 322
594 495 668 882
594 75 668 495
429 479 508 878
429 0 508 479
508 501 594 947
508 0 594 501
787 503 879 975
787 0 879 503
279 0 378 723
879 322 1000 945
668 0 787 1000
0 0 189 1000
189 973 253 1000
378 978 429 1000
378 0 429 49
879 953 1000 1000
378 925 429 978
594 0 668 75
253 771 279 1000
508 919 594 1000
253 488 279 771
0 947 189 1000
253 0 279 488
378 665 429 925
594 817 668 1000
378 384 429 665
879 0 1000 140
378 49 429 384
189 677 253 973
429 756 508 1000
189 353 253 677
879 140 1000 322
189 0 253 353
787 739 879 1000
594 472 668 817
