0 19 38
2 20 38
2 21 38
2 22 38
2 23 38
2 24 38
2 25 38
4 26 38
6 26 37
2 27 37
2 28 37
2 29 37
2 30 37
2 31 37
2 32 37
2 33 37
2 34 37
2 35 37
2 36 37
2 37 37
2 38 37
2 39 37
2 40 37
2 41 37
2 42 37
2 43 37
0 44 37
1 19 37
1 19 36
5 19 35
2 18 35
3 17 35
5 17 34
2 16 34
2 15 34
2 14 34
2 13 34
3 12 34
5 12 33
2 11 33
2 10 33
2 9 33
3 8 33
1 8 32
1 8 31
1 8 30
1 8 29
5 8 28
2 7 28
2 6 28
3 5 28
1 5 27
1 5 26
1 5 25
1 5 24
1 5 23
1 5 22
5 5 21
3 4 21
0 4 20
-1
-1
-1
-1
-1
-1
-1
0 5 28
1 4 19
6 4 18
2 5 18
2 6 18
2 7 18
2 8 18
2 9 18
2 10 18
2 11 18
2 12 18
2 13 18
2 14 18
2 15 18
0 16 18
1 44 38
3 44 39
5 45 39
0 45 40
2 4 28
3 3 28
1 3 27
5 3 26
2 2 26
-1
0 1 26
2 5 20
5 6 20
1 6 21
3 6 22
2 7 22
2 8 22
0 9 22
-1
-1
0 40 37
1 19 39
1 19 40
1 19 41
0 19 42
1 40 36
1 40 35
5 40 34
2 39 34
2 38 34
0 37 34
2 18 38
2 17 38
2 16 38
2 15 38
6 14 38
0 14 39
0 8 18
0 9 23
1 37 33
1 37 32
1 37 31
1 37 30
0 37 29
1 37 28
1 37 27
0 37 26
0 26 37
2 13 39
2 12 39
0 11 39
1 44 36
1 44 35
0 44 34
0 5 22
0 35 37
0 8 31
3 9 24
2 10 24
2 11 24
0 12 24
2 10 39
2 9 39
0 8 39
0 4 18
1 37 25
1 37 24
0 37 23
2 18 42
2 17 42
0 16 42
1 16 43
4 16 44
2 15 44
2 14 44
0 13 44
2 36 23
2 35 23
0 34 23
2 46 40
0 47 40
0 11 18
2 36 34
3 35 34
0 35 33
0 12 34
2 34 33
2 33 33
0 32 33
0 15 34
0 31 37
1 26 36
1 26 35
1 26 34
0 26 33
2 44 40
2 43 40
0 42 40
1 26 32
5 26 31
0 25 31
0 8 28
1 16 17
0 16 16
1 44 33
1 44 32
5 44 31
0 43 31
0 5 25
1 35 38
0 35 39
0 19 35
1 15 33
1 15 32
0 15 31
0 17 38
0 3 28
1 11 19
0 11 20
2 27 33
0 28 33
0 12 35
1 35 40
1 35 41
1 35 42
1 35 43
1 35 44
0 35 45
4 29 33
1 29 32
1 29 31
1 29 30
0 29 29
0 45 41
1 34 22
1 34 21
1 34 20
1 34 19
1 34 18
0 34 17
2 35 17
2 36 17
2 37 17
2 38 17
2 39 17
0 40 17
0 36 45
1 36 46
0 36 47
0 34 24
2 45 34
4 46 34
0 46 33
0 17 18
0 13 24
2 43 34
0 42 34
2 14 24
2 15 24
0 16 24
0 3 29
2 30 29
0 31 29
0 26 38
0 1 25
0 37 45
0 9 28
2 34 45
2 33 45
2 32 45
0 31 45
1 40 16
6 40 15
2 41 15
2 42 15
0 43 15
2 20 42
2 21 42
0 22 42
0 31 46
1 22 43
1 22 44
1 22 45
1 22 46
0 22 47
0 38 34
2 21 47
0 20 47
1 34 16
1 34 15
5 34 14
0 33 14
1 43 14
1 43 13
6 43 12
0 44 12
1 33 13
1 33 12
0 33 11
2 45 12
2 46 12
0 47 12
3 25 37
5 25 36
0 24 36
2 7 39
2 6 39
0 5 39
1 29 28
0 29 27
1 44 11
1 44 10
0 44 9
1 44 8
1 44 7
1 44 6
1 44 5
0 44 4
0 43 4
0 29 33
1 11 17
1 11 16
1 11 15
1 11 14
1 11 13
0 11 12
2 38 45
2 39 45
0 40 45
2 41 45
2 42 45
0 43 45
2 34 11
2 35 11
0 36 11
1 12 25
0 12 26
2 23 42
0 24 42
2 12 12
0 13 12
0 34 19
2 33 19
0 32 19
1 5 40
1 5 41
0 5 42
1 16 25
3 16 26
0 17 26
0 24 41
0 46 34
0 31 47
2 19 47
2 18 47
0 17 47
0 20 38
0 8 33
0 36 39
2 18 18
2 19 18
2 20 18
0 21 18
0 42 41
0 31 19
2 10 12
2 9 12
2 8 12
0 7 12
2 38 29
0 39 29
2 44 45
2 45 45
0 46 45
2 32 11
0 31 11
0 7 33
2 45 4
0 46 4
0 14 38
1 21 19
1 21 20
1 21 21
0 21 22
1 7 11
1 7 10
0 7 9
1 21 23
0 21 24
0 19 43
0 27 38
1 27 39
0 27 40
1 7 8
1 7 7
0 7 6
2 6 6
2 5 6
2 4 6
0 3 6
1 3 5
1 3 4
0 3 3
1 3 2
5 3 1
0 2 1
5 38 23
3 38 24
2 39 24
0 40 24
0 17 35
0 19 34
4 4 3
6 4 2
0 5 2
0 36 29
0 47 4
0 5 43
1 31 44
0 31 43
2 41 24
2 42 24
2 43 24
2 44 24
0 45 24
2 30 11
0 29 11
1 11 40
0 11 41
0 8 6
1 45 23
0 45 22
2 9 6
2 10 6
4 11 6
1 11 5
0 11 4
2 12 4
2 13 4
2 14 4
2 15 4
0 16 4
1 16 5
3 16 6
0 17 6
0 17 7
0 14 31
0 22 48
1 5 44
1 5 45
1 5 46
1 5 47
0 5 48
0 6 48
1 36 10
1 36 9
1 36 8
1 36 7
1 36 6
0 36 5
1 46 32
1 46 31
0 46 30
2 7 48
2 8 48
0 9 48
2 10 48
0 11 48
0 6 12
3 43 16
2 44 16
0 45 16
0 11 47
2 37 5
0 38 5
1 43 3
0 43 2
2 42 2
0 41 2
2 20 34
0 21 34
0 5 24
2 6 33
2 5 33
2 4 33
0 3 33
1 29 10
1 29 9
1 29 8
0 29 7
0 47 11
2 28 7
0 27 7
0 26 7
2 25 7
2 24 7
0 23 7
0 27 41
1 23 8
0 23 9
2 15 16
0 14 16
1 8 38
0 8 37
1 23 10
1 23 11
0 23 12
1 43 30
1 43 29
0 43 28
2 22 12
0 21 12
1 37 44
0 37 43
0 39 34
0 36 9
1 11 3
0 11 2
2 7 31
0 6 31
2 17 4
2 18 4
2 19 4
0 20 4
2 12 20
2 13 20
0 14 20
1 5 38
1 5 37
0 5 36
2 33 23
2 32 23
0 31 23
1 27 6
1 27 5
1 27 4
0 27 3
2 4 39
0 3 39
2 16 47
0 15 47
4 43 46
0 42 46
0 34 39
3 23 13
0 24 13
1 46 46
3 46 47
2 47 47
5 48 47
0 48 48
2 3 20
2 2 20
0 1 20
2 2 33
2 1 33
0 0 33
3 24 14
2 25 14
2 26 14
0 27 14
1 11 11
0 11 10
2 20 22
2 19 22
0 18 22
0 38 17
2 30 23
2 29 23
2 28 23
2 27 23
0 26 23
1 26 22
0 26 21
0 47 30
1 47 29
1 47 28
0 47 27
1 38 16
0 38 15
0 17 39
2 37 9
2 38 9
2 39 9
0 40 9
2 41 40
0 40 40
0 21 13
0 40 29
2 47 34
0 48 34
1 38 14
6 38 13
2 39 13
0 40 13
1 20 3
0 20 2
2 30 47
0 29 47
1 19 33
1 19 32
0 19 31
0 12 48
1 35 32
0 35 31
0 39 5
1 17 8
0 17 9
0 6 2
2 22 18
2 23 18
2 24 18
0 25 18
0 45 17
4 5 49
0 4 49
0 8 17
0 6 25
0 28 47
1 26 24
