0 22 44
6 22 43
4 23 43
1 23 42
1 23 41
1 23 40
1 23 39
1 23 38
1 23 37
1 23 36
1 23 35
1 23 34
1 23 33
1 23 32
1 23 31
1 23 30
1 23 29
1 23 28
1 23 27
1 23 26
1 23 25
1 23 24
6 23 23
4 24 23
1 24 22
1 24 21
1 24 20
1 24 19
1 24 18
1 24 17
6 24 16
0 25 16
1 22 45
1 22 46
4 22 47
2 21 47
0 20 47
2 26 16
2 27 16
2 28 16
5 29 16
-1
-1
-1
-1
-1
-1
0 29 17
2 30 17
2 31 17
2 32 17
2 33 17
2 34 17
2 35 17
2 36 17
2 37 17
2 38 17
-1
-1
-1
0 39 17
1 39 18
1 39 19
3 39 20
5 40 20
-1
-1
0 40 21
2 39 21
2 38 21
2 37 21
3 36 21
5 36 20
0 35 20
4 20 48
2 19 48
2 18 48
-1
0 17 48
3 21 44
1 21 43
1 21 42
0 21 41
1 17 47
1 17 46
5 17 45
0 16 45
1 39 16
1 39 15
1 39 14
6 39 13
0 40 13
0 24 16
1 24 15
1 24 14
1 24 13
1 24 12
1 24 11
0 24 10
2 23 44
2 24 44
0 25 44
0 22 47
0 24 19
2 23 19
2 22 19
2 21 19
2 20 19
0 19 19
2 41 13
0 42 13
1 19 20
1 19 21
1 19 22
0 19 23
2 18 23
6 17 23
1 17 24
0 17 25
1 17 26
1 17 27
0 17 28
1 17 29
0 17 30
4 35 21
2 34 21
0 33 21
1 42 14
0 42 15
1 21 40
1 21 39
0 21 38
0 26 16
0 37 17
0 21 43
0 22 48
0 37 16
2 43 13
2 44 13
2 45 13
0 46 13
1 33 22
1 33 23
1 33 24
0 33 25
1 29 18
0 29 19
2 32 25
2 31 25
0 30 25
2 29 25
2 28 25
2 27 25
0 26 25
0 23 28
1 21 37
1 21 36
0 21 35
1 30 26
0 30 27
1 30 28
1 30 29
1 30 30
1 30 31
1 30 32
1 30 33
1 30 34
0 30 35
0 32 17
0 30 32
2 29 32
2 28 32
0 27 32
2 41 21
0 42 21
2 23 16
0 22 16
4 30 36
0 29 36
2 23 48
0 24 48
5 25 10
3 25 11
2 26 11
0 27 11
1 17 31
1 17 32
0 17 33
2 31 32
0 32 32
4 17 34
2 16 34
0 15 34
0 28 36
0 28 11
5 15 33
2 14 33
0 13 33
0 12 33
2 11 33
2 10 33
2 9 33
0 8 33
0 26 26
0 23 23
2 7 33
2 6 33
6 5 33
0 5 34
2 4 34
6 3 34
1 3 35
1 3 36
0 3 37
0 2 37
0 46 12
1 40 22
4 40 23
2 39 23
0 38 23
1 42 22
1 42 23
1 42 24
1 42 25
0 42 26
2 43 26
2 44 26
0 45 26
0 38 24
1 45 27
0 45 28
2 46 28
0 47 28
0 38 25
2 27 36
0 26 36
0 40 12
1 45 25
0 45 24
1 27 31
0 27 30
0 23 38
2 46 24
2 47 24
0 48 24
2 26 44
2 27 44
0 28 44
1 38 26
0 38 27
1 26 24
0 26 23
0 22 15
0 33 32
2 34 32
0 35 32
1 35 33
1 35 34
0 35 35
1 35 36
1 35 37
3 35 38
0 36 38
1 28 43
1 28 42
0 28 41
1 28 12
3 28 13
2 29 13
2 30 13
0 31 13
2 37 38
2 38 38
2 39 38
0 40 38
1 21 34
1 21 33
0 21 32
0 40 39
0 21 31
2 47 13
0 48 13
2 20 38
2 19 38
0 18 38
4 36 39
2 35 39
2 34 39
0 33 39
0 26 22
0 27 16
0 21 19
1 3 38
0 3 39
1 3 40
0 3 41
1 38 28
0 38 29
1 40 11
1 40 10
1 40 9
0 40 8
5 43 15
1 43 16
0 43 17
2 37 29
0 36 29
3 16 28
5 16 27
2 15 27
0 14 27
0 3 42
2 16 48
2 15 48
2 14 48
0 13 48
0 3 43
2 20 23
5 21 23
0 21 24
2 4 39
2 5 39
0 6 39
0 7 39
1 40 40
1 40 41
0 40 42
0 26 32
1 40 43
1 40 44
0 40 45
2 12 48
2 11 48
0 10 48
2 18 28
2 19 28
0 20 28
2 41 45
2 42 45
0 43 45
0 43 44
2 39 45
2 38 45
2 37 45
0 36 45
0 40 20
0 17 23
1 45 29
4 45 30
2 44 30
0 43 30
2 20 43
0 19 43
1 43 46
1 43 47
0 43 48
0 41 38
2 4 43
0 5 43
1 43 31
1 43 32
0 43 33
2 41 8
2 42 8
0 43 8
2 35 45
2 34 45
0 33 45
1 33 46
0 33 47
6 43 43
2 44 43
0 45 43
0 17 38
0 33 48
2 18 19
0 17 19
2 44 8
0 45 8
1 17 18
0 17 17
1 45 7
6 45 6
0 46 6
6 45 42
2 46 42
0 47 42
0 47 41
1 8 32
1 8 31
1 8 30
0 8 29
2 7 29
0 6 29
0 6 28
2 5 28
0 4 28
1 6 27
1 6 26
0 6 25
1 47 40
1 47 39
0 47 38
0 46 38
1 22 14
0 22 13
1 28 45
0 28 46
0 18 17
1 46 5
6 46 4
0 47 4
0 30 24
2 36 16
0 35 16
2 36 35
2 37 35
0 38 35
0 38 34
0 29 20
1 47 29
0 47 30
4 17 39
0 16 39
0 36 44
1 12 34
1 12 35
1 12 36
0 12 37
1 40 7
1 40 6
5 40 5
2 39 5
0 38 5
0 33 24
1 48 23
0 48 22
0 7 38
0 34 16
1 38 4
1 38 3
1 38 2
6 38 1
0 39 1
1 47 31
0 47 32
0 38 30
1 28 10
0 28 9
0 39 42
3 37 5
5 37 4
0 36 4
5 24 38
1 24 39
0 24 40
0 5 33
1 12 38
1 12 39
0 12 40
0 23 30
2 16 23
0 15 23
1 14 28
0 14 29
1 12 41
4 12 42
0 11 42
0 28 47
1 48 21
1 48 20
0 48 19
2 47 19
0 46 19
1 24 9
0 24 8
4 4 29
0 3 29
2 44 48
0 45 48
0 32 39
0 29 16
2 46 48
0 47 48
0 36 21
2 29 44
0 30 44
2 5 25
2 4 25
2 3 25
0 2 25
0 17 49
0 7 33
0 2 24
1 5 44
3 5 45
2 6 45
0 7 45
1 31 12
6 31 11
0 32 11
0 32 10
0 43 21
2 21 13
0 20 13
2 14 23
2 13 23
3 12 23
1 12 22
0 12 21
2 19 13
0 18 13
2 17 13
3 16 13
0 16 12
2 11 21
2 10 21
0 9 21
1 47 47
6 47 46
0 48 46
1 6 24
1 6 23
0 6 22
0 37 18
2 35 4
2 34 4
2 33 4
3 32 4
1 32 3
5 32 2
2 31 2
0 30 2
0 12 23
0 30 1
1 8 34
3 8 35
0 9 35
2 39 12
2 38 12
0 37 12
1 36 46
0 36 47
1 16 11
1 16 10
1 16 9
1 16 8
5 16 7
2 15 7
2 14 7
0 13 7
2 12 7
2 11 7
2 10 7
0 9 7
1 13 6
1 13 5
1 13 4
0 13 3
4 10 49
2 9 49
0 8 49
1 9 8
4 9 9
2 8 9
0 7 9
2 6 9
2 5 9
0 4 9
1 4 8
1 4 7
1 4 6
1 4 5
1 4 4
0 4 3
6 4 2
4 5 2
6 5 1
2 6 1
2 7 1
0 8 1
1 26 27
0 26 28
1 24 7
1 24 6
1 24 5
5 24 4
0 23 4
1 2 36
1 2 35
5 2 34
0 1 34
1 23 3
6 23 2
0 24 2
1 48 12
0 48 11
6 3 3
4 3 4
2 2 4
0 1 4
5 24 1
2 23 1
2 22 1
2 21 1
2 20 1
0 19 1
1 7 10
1 7 11
1 7 12
1 7 13
1 7 14
0 7 15
1 3 44
1 3 45
4 3 46
2 2 46
0 1 46
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
-1
